scene,offset,speaker,risk,revisar,source_en,target_pt,correcao,nota
ch_11_07,0x1ab71,Kuon,medium,,Best of luck.,Boa sorte.,,
ch_11_07,0x1ab7f,Haku,medium,,"Wait, wait, hold up. Don't give me a ""best of luck""\n","Espera, espera, calma. Não me vem com ""boa sorte""\n",,
ch_11_07,0x1abb5,Haku,low,amostra,and bail. You're making me do all the work?,e cai fora. Você vai me fazer fazer tudo?,,
ch_11_07,0x1abe1,Kuon,low,,Huh?,Hein?,,
ch_11_07,0x1abe6,Haku,medium,largura,"Don't ""huh?"" me! I said I'd help, not do all the\n","Não me venha com ""hein?""! Eu disse que ajudaria, não que faria todo o\n",,
ch_11_07,0x1ac19,Haku,low,,work for you!,trabalho pra você!,,
ch_11_07,0x1ac27,Kuon,medium,amostra,"Um... Haku, I accepted this job for your sake.\n","Ahn... Haku, eu aceitei esse trabalho por você.\n",,
ch_11_07,0x1ac58,Kuon,high,risco:high,I'm not too keen on taking that away from you.,Não quero muito tirar isso de você.,,
ch_11_07,0x1ac87,Haku,low,,...What?,...Quê?,,
ch_11_07,0x1ac90,Haku,low,,"""For my sake?"" What does she mean by THAT?","""Por mim?"" O que ela quer dizer com ISSO?",,
ch_11_07,0x1acbb,Kuon,medium,,I thought that being taken care of all the time\n,Achei que ser cuidado o tempo todo\n,,
ch_11_07,0x1aced,Kuon,high,risco:high,"might be weighing on you, so I wanted to help.","talvez estivesse te pesando, então quis ajudar.",,
ch_11_07,0x1ad1c,Kuon,medium,,"If you had some work to do and earn your keep with,\n","Se você tivesse algum trabalho pra fazer e se sustentar,\n",,
ch_11_07,0x1ad52,Kuon,low,,you wouldn't have to feel that way. Right?,não precisaria se sentir assim. Né?,,
ch_11_07,0x1ad7d,Haku,low,,Wh--,Q--,,
ch_11_07,0x1ad82,Haku,medium,,That was... completely unnecessary.,Isso foi... completamente desnecessário.,,
ch_11_07,0x1ada6,Haku,high,risco:high,It's not like I feel emasculated or guilty or\n,Não é como se eu me sentisse menos homem ou culpado nem\n,,
ch_11_07,0x1add6,Haku,low,,anything like that.,nada do tipo.,,
ch_11_07,0x1adea,Haku,low,,"Either way, there's no way I'm going to be able to\n","De todo jeito, não tem como eu conseguir\n",,
ch_11_07,0x1ae1f,Haku,low,,do this on my own. I'm gonna need her help.,fazer isso sozinho. Vou precisar da ajuda dela.,,
ch_11_07,0x1ae4b,Haku,low,largura,The only jobs the innkeeper had left were children's\n,Os únicos trabalhos que sobraram com a estalajadeira eram tarefas\n,,
ch_11_07,0x1ae82,Haku,low,,"chores, but it's better than nothing...","de criança, mas é melhor que nada...",,
ch_11_07,0x1aeaa,Haku,low,,Children's... chores?,Tarefas... de criança?,,
ch_11_07,0x1aec0,Haku,low,,"I look over at the huge, heavy bags, each sack an\n","Olho pros sacos enormes e pesados, cada um um\n",,
ch_11_07,0x1aef4,Haku,low,,"armful, filled to the brim.","braçado, cheio até a boca.",,
ch_11_07,0x1af10,Kuon,low,,Something wrong?,Algum problema?,,
ch_11_07,0x1af21,Haku,high,risco:high,KIDS carry these?,CRIANÇAS carregam isso?,,
ch_11_07,0x1af33,Kuon,medium,,"Huh? Yeah, when they want to work for a little\n","Hein? Sim, quando querem trabalhar por um\n",,
ch_11_07,0x1af64,Kuon,low,,"pocket money, sure.","trocado, claro.",,
ch_11_07,0x1af78,Kuon,medium,,I... I don't mean anything by it. I just wanted you\n,Eu... Não quis dizer nada com isso. Só queria que você\n,,
ch_11_07,0x1afae,Kuon,low,,to know why it's the only job left.,soubesse por que é o único trabalho que sobrou.,,
ch_11_07,0x1afd2,Haku,low,,Kuon adds that last part pretty quickly. I get the\n,A Kuon acrescenta essa última parte bem rápido. Tenho a\n,,
ch_11_07,0x1b007,Haku,high,risco:high,feeling she thinks she's hurt my masculinity.,impressão de que ela acha que feriu minha masculinidade.,,
ch_11_07,0x1b035,Haku,low,,"Come on, though. If this is just a kids' chore, the\n","Mas qual é. Se isso é só tarefa de criança, os\n",,
ch_11_07,0x1b06b,Haku,low,,bags must be way lighter than they look.,sacos devem ser bem mais leves do que parecem.,,
ch_11_07,0x1b094,Haku,low,,It can't be that bad. I guess I'd better just get\n,Não pode ser tão ruim. Acho melhor só\n,,
ch_11_07,0x1b0c8,Haku,low,,it over with.,acabar logo com isso.,,
ch_11_07,0x1b0d6,Haku,medium,,Urgh... HURGH--!!,Argh... NGHHH--!!,,
ch_11_07,0x1b0e8,Haku,medium,,*WHUMP*,*BAM*,,
ch_11_07,0x1b0f0,Haku,high,risco:high,I stand corrected. They are not light.,Me corrijo. Não são leves.,,
ch_11_07,0x1b117,Haku,low,,"The mill isn't far from here, but it's not close,\n","O moinho não é longe daqui, mas também não é perto,\n",,
ch_11_07,0x1b14b,Haku,low,,either. And I have to make the trip eight times?,não. E eu tenho que fazer o trajeto oito vezes?,,
ch_11_07,0x1b17c,Haku,low,,"With bags this heavy, that doesn't seem like work a\n","Com sacos tão pesados, isso não parece trabalho que\n",,
ch_11_07,0x1b1b2,Haku,low,,"child could help with, let alone do on their own.","uma criança ajudaria a fazer, quanto mais sozinha.",,
ch_11_07,0x1b1e4,Kuon,low,identico-fonte,Haku?,Haku?,,
ch_11_07,0x1b1ea,Haku,medium,,"Kuon, how exactly is this a chore for children?\n","Kuon, como exatamente isso é tarefa pra criança?\n",,
ch_11_07,0x1b21c,Haku,low,,Are you pulling my leg?,Você tá me zoando?,,
ch_11_07,0x1b234,Kuon,medium,,Um...,Ahn...,,
ch_11_07,0x1b23a,Haku,low,,Kuon gives an ambiguous reply and averts her eyes.,A Kuon dá uma resposta ambígua e desvia o olhar.,,
ch_11_07,0x1b26d,Haku,medium,,"Why, y--I knew it.","Ora, vo--Eu sabia.",,
ch_11_07,0x1b280,Kuon,medium,,"...He's probably still recovering, yeah... doesn't\n","...Ele ainda deve estar se recuperando, é... não\n",,
ch_11_07,0x1b2b5,Kuon,low,,have his full strength back. That must be it.,recuperou a força toda. Deve ser isso.,,
ch_11_07,0x1b2e3,Haku,low,,"Hey, don't avoid the question.","Ei, não foge da pergunta.",,
ch_11_07,0x1b302,Kuon,medium,,"We can't have you overexerting yourself, so sit\n","A gente não pode deixar você se esforçar demais, então senta\n",,
ch_11_07,0x1b334,Kuon,low,,"there while I carry them, OK?","ali enquanto eu carrego, tá?",,
ch_11_07,0x1b352,Haku,low,,"Hey, I'm talking to y--","Ei, eu tô falando com vo--",,
ch_11_07,0x1b36a,Haku,medium,,And she's already gone. Geez. I won't say no to a\n,E ela já foi. Aff. Não vou recusar uma\n,,
ch_11_07,0x1b39e,Haku,low,,"sit-down, but I can't say I'm not annoyed.","sentada, mas não posso dizer que não tô irritado.",,
ch_11_07,0x1b3c9,Haku,low,,I manage to rouse myself and chase after her.,Consigo me levantar e vou atrás dela.,,
ch_11_07,0x1b3f7,Haku,low,,The sight of Kuon stacking multiple enormous bags\n,A cena da Kuon empilhando vários sacos enormes\n,,
ch_11_07,0x1b42b,Haku,low,,onto her shoulders greets me inside the storehouse.,nos ombros me recebe dentro do depósito.,,
ch_11_07,0x1b45f,Kuon,medium,,Hup.,Upa.,,
ch_11_07,0x1b464,Haku,medium,,"*WHUMP, WHUMP, WHUMP*","*BAM, BAM, BAM*",,
ch_11_07,0x1b47a,Haku,low,,She tosses sack after sack onto a pile on her\n,Ela joga saco após saco numa pilha nos\n,,
ch_11_07,0x1b4aa,Haku,high,risco:high,"shoulders, as though they were as light as beanbags.","ombros, como se fossem leves feito almofadas.",,
ch_11_07,0x1b4df,Kuon,low,,Coming through.,Com licença.,,
ch_11_07,0x1b4ef,Haku,low,,"Kuon, the remaining seven bags piled high on her\n","A Kuon, com os sete sacos restantes empilhados nos\n",,
ch_11_07,0x1b522,Haku,low,amostra,"shoulders, bounces effortlessly past me and out the\n","ombros, passa saltitando por mim sem esforço e sai pela\n",,
ch_11_07,0x1b558,Haku,low,,door.,porta.,,
ch_11_07,0x1b55e,Haku,medium,,A children's... chore...,Uma tarefa... de criança...,,
ch_11_07,0x1b577,Haku,high,risco:high,OK. Right. I'm just... I'm gonna act like I didn't\n,Tá. Certo. Eu vou só... vou fingir que não\n,,
ch_11_07,0x1b5ac,Haku,low,,see that.,vi aquilo.,,
ch_11_08,0x1c79d,Kuon,low,,"We finished moving them to the mill, ma'am.","Terminamos de levá-los ao moinho, senhora.",,
ch_11_08,0x1c7c9,rotulo,medium,,Innkeeper,Estalajadeira,,
ch_11_08,0x1c7d3,Estalajadeira,low,,"Welcome back, you two. Thanks for taking care of\n","Bem-vindos de volta, vocês dois. Obrigada por cuidarem\n",,
ch_11_08,0x1c806,Estalajadeira,low,,that.,disso.,,
ch_11_08,0x1c80c,Estalajadeira,low,,"You were gone longer than I thought you'd be,\n","Vocês demoraram mais do que eu esperava,\n",,
ch_11_08,0x1c83c,Estalajadeira,low,,though. Did something happen?,no entanto. Aconteceu alguma coisa?,,
ch_11_08,0x1c85a,Haku,medium,,Nngh...,Nnh...,,
ch_11_08,0x1c862,Haku,low,,"I slowed us down, obviously...","Eu atrasei a gente, obviamente...",,
ch_11_08,0x1c881,Kuon,low,,"We took a little detour, is all. I thought I'd show\n","A gente deu uma volta, só isso. Pensei em mostrar\n",,
ch_11_08,0x1c8b7,Kuon,low,,Haku around the village.,a vila pro Haku.,,
ch_11_08,0x1c8d0,Estalajadeira,low,,"Is that so? We're a small town at best, so there's\n","É mesmo? Somos uma vila pequena no máximo, então não há\n",,
ch_11_08,0x1c905,Estalajadeira,low,,"not much to show, I'm afraid.","muito o que mostrar, infelizmente.",,
ch_11_08,0x1c923,Haku,high,risco:high,"Oh, but I like it here! It reminds me of a place\n","Ah, mas eu gosto daqui! Me lembra um lugar\n",,
ch_11_08,0x1c956,Haku,medium,,from my childhood. It's a nice feeling.,da minha infância. É uma sensação boa.,,
ch_11_08,0x1c97e,Estalajadeira,low,,"Ahaha, what a sweet thing to say! Now, let me tally\n","Ahaha, que coisa fofa de se dizer! Bom, deixa eu somar\n",,
ch_11_08,0x1c9b4,Estalajadeira,low,,up your bill...,a sua conta...,,
ch_11_08,0x1c9c4,Estalajadeira,medium,,"450 sen for the shyakuni I asked for, 338 for the\n","450 sen pelo shyakuni que pedi, 338 pela\n",,
ch_11_08,0x1c9f8,Estalajadeira,medium,,"sainaina grass... yacchip mushrooms, 313 sen...","erva sainaina... cogumelos yacchip, 313 sen...",,
ch_11_08,0x1ca28,Estalajadeira,medium,,...and the kinujiku berries are 243 sen.,...e as frutinhas kinujiku são 243 sen.,,
ch_11_08,0x1ca51,Haku,low,,The innkeeper lines up a handful of stick-like\n,A estalajadeira alinha um punhado de objetos\n,,
ch_11_08,0x1ca82,Haku,low,,objects as she speaks...,parecidos com varetas enquanto fala...,,
ch_11_08,0x1ca9b,Haku,low,,"A calculator, I guess? It's an awfully primitive\n","Uma calculadora, eu acho? É uma bem primitiva,\n",,
ch_11_08,0x1cace,Haku,low,,"one, though...",no entanto...,,
ch_11_08,0x1cadd,Estalajadeira,medium,,"And 3 sen each for those grain bags, times eight\n","E 3 sen por cada saco de grãos, vezes oito\n",,
ch_11_08,0x1cb10,Estalajadeira,low,,is... 24 sen.,dá... 24 sen.,,
ch_11_08,0x1cb1e,Haku,low,identico-fonte,3 sen...,3 sen...,,
ch_11_08,0x1cb27,Haku,low,,Seems like a pitiful amount next to the rest.\n,Parece uma quantia ridícula perto do resto.\n,,
ch_11_08,0x1cb57,Haku,medium,,I guess it really is just pocket money for kids.,Acho que é trocado de criança mesmo.,,
ch_11_08,0x1cb88,Estalajadeira,low,,"Lodgings for the night are 720 sen, and... what\n","A hospedagem da noite são 720 sen, e... o que\n",,
ch_11_08,0x1cbba,Estalajadeira,low,,will you be doing for food?,vocês vão querer de comida?,,
ch_11_08,0x1cbd6,Kuon,low,,"Please include that, as well.","Inclua isso também, por favor.",,
ch_11_08,0x1cbf4,Estalajadeira,low,amostra,"For two people, food is 80 sen, which brings\n","Para duas pessoas, a comida são 80 sen, o que leva\n",,
ch_11_08,0x1cc23,Estalajadeira,low,,your total bill to 800.,sua conta total a 800.,,
ch_11_08,0x1cc3b,Estalajadeira,low,,"Then, ah... subtracting 800 from the total for the\n","Então, ah... subtraindo 800 do total das\n",,
ch_11_08,0x1cc70,Estalajadeira,low,amostra,herbs I bought from you...,ervas que comprei de vocês...,,
ch_11_08,0x1cc8b,Haku,low,identico-fonte,568 sen.,568 sen.,,
ch_11_08,0x1cc94,Kuon,medium,,"...It's 557 sen, I think.","...São 557 sen, eu acho.",,
ch_11_08,0x1ccae,Haku,low,amostra,...Hm?,...Hum?,,
ch_11_08,0x1ccb5,Kuon,low,,Hm?,Hum?,,
ch_11_08,0x1ccb9,Haku,low,,"No, it's 568.","Não, são 568.",,
ch_11_08,0x1ccc7,Haku,high,risco:high,450 + 338 + 313 + 243 + 24 - 800 is 568.\n,450 + 338 + 313 + 243 + 24 - 800 dá 568.\n,,
ch_11_08,0x1ccf2,Haku,low,,There's no mistaking it.,Não tem como errar.,,
ch_11_08,0x1cd0b,Kuon,high,risco:high,"Ahaha! Sorry, Haku, but you're off by a bit. I may\n","Ahaha! Desculpa, Haku, mas você errou um pouquinho. Posso\n",,
ch_11_08,0x1cd40,Kuon,low,,"not look it, but I'm pretty good with numbers.","não parecer, mas sou bem boa com números.",,
ch_11_08,0x1cd6f,Kuon,medium,,I can do mental calculations like this easily--even\n,Faço cálculos de cabeça com facilidade--até\n,,
ch_11_08,0x1cda5,Kuon,low,,with my eyes closed!,de olhos fechados!,,
ch_11_08,0x1cdba,Haku,medium,,...I don't think it matters whether your eyes are\n,...Não acho que importa se os seus olhos estão\n,,
ch_11_08,0x1cdee,Haku,low,,open or not.,abertos ou não.,,
ch_11_08,0x1cdfb,Kuon,medium,,The answer is 557 sen. You'll see.,A resposta é 557 sen. Você vai ver.,,
ch_11_08,0x1ce1e,Estalajadeira,medium,,"...carry the one, and... I owe you 568 sen.","...vai um, e... devo a vocês 568 sen.",,
ch_11_08,0x1ce4a,Haku,low,,The innkeeper looks up from the calculating sticks.,A estalajadeira ergue os olhos das varetas de cálculo.,,
ch_11_08,0x1ce7e,Haku,low,identico-fonte,...\n,...\n,,
ch_11_08,0x1ce84,Kuon,low,,...Huh?,...Hein?,,
ch_11_08,0x1ce8c,Estalajadeira,low,,Here--please take this.,"Aqui--por favor, pegue.",,
ch_11_08,0x1cea4,Haku,low,,The innkeeper fills a pouch with various different\n,A estalajadeira enche uma bolsa com moedas de\n,,
ch_11_08,0x1ced9,Haku,low,,"sized coins, holding it out toward Kuon.",tamanhos variados e a estende em direção à Kuon.,,
ch_11_08,0x1cf06,Haku,low,,Kuon's face gradually reddens.,O rosto da Kuon vai ficando vermelho aos poucos.,,
ch_11_08,0x1cf25,Kuon,high,risco:high,"I-I, uhm--d-didn't mean--what I MEANT to say was...\n","E-Eu, ã--n-não quis dizer--o que eu QUIS dizer era...\n",,
ch_11_08,0x1cf5b,Kuon,medium,,I-It was just a tiny error!,F-Foi só um errinho minúsculo!,,
ch_11_08,0x1cf77,Haku,medium,,Why are you getting so worked up? Everyone makes\n,Por que você tá ficando tão nervosa? Todo mundo comete\n,,
ch_11_08,0x1cfaa,Haku,low,,careless mistakes.,erros bobos.,,
ch_11_08,0x1cfbd,Kuon,medium,,"L-Like I said, I didn't make a mistake! I was just\n","C-Como eu disse, eu não errei! Eu só fui\n",,
ch_11_08,0x1cff2,Kuon,low,,"careless, is all!","descuidada, só isso!",,
ch_11_08,0x1d004,Estalajadeira,low,,"Th-That's right, everyone makes mistakes. It can't\n","I-Isso mesmo, todo mundo comete erros. Não tem\n",,
ch_11_08,0x1d039,Estalajadeira,low,,be helped...,como evitar...,,
ch_11_08,0x1d046,Kuon,medium,,"But that was... unexpected, Haku. I didn't know you\n","Mas isso foi... inesperado, Haku. Não sabia que você\n",,
ch_11_08,0x1d07c,Kuon,low,,could do calculations on the fly like that.,conseguia fazer contas de cabeça desse jeito.,,
ch_11_08,0x1d0a8,Haku,low,,Unexpected? That was a simple one. No big deal.,Inesperado? Foi uma conta simples. Nada de mais.,,
ch_11_08,0x1d0d8,Kuon,medium,,"If that's your idea of ""simple""... Are you good at\n","Se isso é o que você chama de ""simples""... Você é bom de\n",,
ch_11_08,0x1d10d,Kuon,low,,"arithmetic, Haku?","conta, Haku?",,
ch_11_08,0x1d11f,Haku,medium,,"I don't know about ""good."" I mean, it's just math,\n","Não sei se ""bom"". Quer dizer, é só conta, né?\n",,
ch_11_08,0x1d154,Haku,low,,right? Anyone could have solved that.,Qualquer um teria resolvido aquilo.,,
ch_11_08,0x1d17a,Haku,medium,,"While Kuon may be smiling at me, her eyebrows are\n","Mesmo a Kuon sorrindo pra mim, as sobrancelhas dela\n",,
ch_11_08,0x1d1ae,Haku,low,,twitching slightly...,tremem de leve...,,
ch_11_08,0x1d1c4,Kuon,medium,,"I mean, uh... never mind.","Quer dizer, ahn... deixa pra lá.",,
ch_11_08,0x1d1de,Kuon,low,,Could you follow me for a second?,Pode me seguir um segundo?,,
ch_11_08,0x1d200,Haku,low,,Kuon grabs my hand and pulls me along before I can\n,A Kuon agarra minha mão e me puxa antes que eu\n,,
ch_11_08,0x1d235,Haku,low,amostra,give an answer.,consiga responder.,,
ch_11_08,0x1d245,Haku,low,,"Hey, wait--","Ei, espera--",,
ch_11_08,0x1d251,Kuon,medium,,Just come with me. If you can do that much in your\n,"Vem comigo. Se você faz tudo isso de cabeça, quero ver\n",,
ch_11_08,0x1d286,Kuon,low,,"head, I want to see how you do with REAL problems.",como você se sai com problemas DE VERDADE.,,
ch_11_08,0x1d2b9,Haku,low,,"As soon as we enter the room, Kuon reaches for a\n","Assim que entramos no quarto, a Kuon vai até um\n",,
ch_11_08,0x1d2ec,Haku,low,amostra,trunk and starts digging through her belongings.,baú e começa a remexer nos próprios pertences.,,
ch_11_08,0x1d31d,Kuon,low,,I was sure I put it away somewhere here...,Tinha certeza que tinha guardado em algum lugar aqui...,,
ch_11_08,0x1d348,Haku,medium,amostra,"With her head thrust into her luggage, all I can see\n","Com a cabeça enfiada na bagagem, tudo que dá pra ver\n",,
ch_11_08,0x1d37f,Haku,low,,is her butt in the air and her tail wagging.,é o traseiro dela no ar e o rabo balançando.,,
ch_11_08,0x1d3ac,Kuon,medium,,"There it is. Hmhm, let's see how he deals with\n","Achei. Hmhm, vamos ver como ele se sai com\n",,
ch_11_08,0x1d3dd,Kuon,low,,this...,isto...,,
ch_11_08,0x1d3e5,Haku,low,,"Kuon produces a large notebook from her bags,\n","A Kuon tira um caderno grande da bagagem,\n",,
ch_11_08,0x1d415,Haku,low,,thrusting it toward me with a smug smile.,empurrando na minha direção com um sorriso convencido.,,
ch_11_08,0x1d43f,Haku,low,,What's that?,O que é isso?,,
ch_11_08,0x1d44c,Haku,low,,"Puzzled, I glance between the plain looking notebook\n","Confuso, olho do caderno de aparência comum\n",,
ch_11_08,0x1d483,Haku,low,,and Kuon's expectant face...,para o rosto expectante da Kuon...,,
ch_11_08,0x1d4a0,Haku,low,,"Kuon just smiles, wiggling the notebook.","A Kuon só sorri, balançando o caderno.",,
ch_11_08,0x1d4c9,Haku,low,,Does she want me to read it?,Será que ela quer que eu leia?,,
