term,category,target_translation,handling_rule,spoiler_level,aliases,notes,updated_date
Sub Event,UI,Evento Secundário,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIMAP_MARKER_SUB). Texto de interface/menu do sistema.,2026-08-23
Switch,UI,Interruptor,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIMAP_MARKER_GIMMICK). Texto de interface/menu do sistema.,2026-08-23
Fishing Area,UI,Área de Pesca,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_MINIMAP_MARKER_FISHING). Texto de interface/menu do sistema.,2026-08-23
Combat Handbook,UI,Manual de Combate,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_SHORTCUT_BATTLE). Texto de interface/menu do sistema.,2026-08-23
Bracer Handbook,UI,Manual do Bracer,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_SHORTCUT_QUEST). Texto de interface/menu do sistema.,2026-08-23
Books,UI,Livros,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_SHORTCUT_BOOK). Texto de interface/menu do sistema.,2026-08-23
Recipe Book,UI,Livro de Receitas,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_SHORTCUT_COOK). Texto de interface/menu do sistema.,2026-08-23
Toggle High-Speed Mode,UI,Alternar Modo de Alta Velocidade,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_NOTE_SHORTCUT_HIGH_SPEED). Texto de interface/menu do sistema.,2026-08-23
Male Only,UI,Somente Homens,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_ITEM_HELP_MAIL_ONLY). Texto de interface/menu do sistema.,2026-08-23
Female Only,UI,Somente Mulheres,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_ITEM_HELP_FEMAIL_ONLY). Texto de interface/menu do sistema.,2026-08-23
(XS),UI,(PP),traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_ITEM_HELP_MOSTSMALL). Texto de interface/menu do sistema.,2026-08-23
(LL),UI,(GG),traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_ITEM_HELP_MOSTLARGE). Texto de interface/menu do sistema.,2026-08-23
Half,UI,Metade,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_ITEM_HELP_HALF). Texto de interface/menu do sistema.,2026-08-23
Effect:,UI,Efeito:,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_ITEM_HELP_EFFECT). Texto de interface/menu do sistema.,2026-08-23
(Self),UI,(Próprio),traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_ITEM_HELP_SELF). Texto de interface/menu do sistema.,2026-08-23
Ally,UI,Aliado,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_ITEM_HELP_FRIEND). Texto de interface/menu do sistema.,2026-08-23
Sure Hit,UI,Acerto Garantido,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_ITEM_HELP_HITTING). Texto de interface/menu do sistema.,2026-08-23
Heavy Stun,UI,Atordoamento Forte,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_ITEM_HELP_STUN_L). Texto de interface/menu do sistema.,2026-08-23
Extreme Stun,UI,Atordoamento Extremo,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_ITEM_HELP_STUN_LL). Texto de interface/menu do sistema.,2026-08-23
Short Delay,UI,Atraso Curto,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_ITEM_HELP_DELAY_SHORT). Texto de interface/menu do sistema.,2026-08-23
Remove Debuff,UI,Remover Debuff,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_ITEM_HELP_DEBUFF_CANCEL). Texto de interface/menu do sistema.,2026-08-23
Upon Activation,UI,Ao Ativar,traduzir,none,,Fonte: pac/steam/table_en.pac -> table_en/t_text.tbl (chave TXT_ITEM_HELP_SHARD_COMMAND). Texto de interface/menu do sistema.,2026-08-23
STR,Mecânica,,manter_original,none,,Abreviação de status (Strength/Força física). Ver convenção de HP/EP/CP no glossário.,2026-08-23
DEF,Mecânica,,manter_original,none,,Abreviação de status (Defense/Defesa física). Ver convenção de HP/EP/CP no glossário.,2026-08-23
ADF,Mecânica,,manter_original,none,,Abreviação de status (Arts Defense/Defesa mágica). Ver convenção de HP/EP/CP no glossário.,2026-08-23
SPD,Mecânica,,manter_original,none,,Abreviação de status (Speed/Velocidade de turno). Ver convenção de HP/EP/CP no glossário.,2026-08-23
MOV,Mecânica,,manter_original,none,,Abreviação de status (Movement/Alcance de movimento em batalha). Ver convenção de HP/EP/CP no glossário.,2026-08-23
